 --- Query # 0 - "QU What are the effects of calcium on the physical properties of mucus   from CF patients? "
 ------ Doc # 935 = 0.014536
 ------ Doc # 751 = 0.014499
 ------ Doc # 879 = 0.014478
 ------ Doc # 276 = 0.014459
 ------ Doc # 599 = 0.014439
 ------ Doc # 1132 = 0.014396
 ------ Doc # 1086 = 0.014381
 ------ Doc # 955 = 0.014366
 ------ Doc # 460 = 0.014350
 ------ Doc # 853 = 0.014345
 ------ Doc # 630 = 0.014324
 ------ Doc # 984 = 0.014266
 ------ Doc # 1190 = 0.014264
 ------ Doc # 244 = 0.014264
 ------ Doc # 627 = 0.014260
 ------ Doc # 540 = 0.014258
 ------ Doc # 152 = 0.014247
 ------ Doc # 556 = 0.014226
 ------ Doc # 598 = 0.014215
 ------ Doc # 1009 = 0.014197
 ------ Doc # 577 = 0.014191
 ------ Doc # 196 = 0.014186
 ------ Doc # 286 = 0.014169
 ------ Doc # 1195 = 0.014135
 ------ Doc # 1108 = 0.014130
 ------ Doc # 1004 = 0.014102
 ------ Doc # 983 = 0.014094
 ------ Doc # 30 = 0.014062
 ------ Doc # 125 = 0.014000
 ------ Doc # 123 = 0.013987
 ------ Doc # 1052 = 0.013975
 ------ Doc # 706 = 0.013967
 ------ Doc # 746 = 0.013879
 ------ Doc # 434 = 0.013823
 ------ Doc # 663 = 0.013770
 ------ Doc # 1070 = 0.013756
 ------ Doc # 777 = 0.013748
 ------ Doc # 445 = 0.013740
 ------ Doc # 1235 = 0.013698
 ------ Doc # 158 = 0.013692
 ------ Doc # 1046 = 0.013689
 ------ Doc # 672 = 0.013683
 ------ Doc # 341 = 0.013667
 ------ Doc # 752 = 0.013652
 ------ Doc # 93 = 0.013633
 ------ Doc # 9 = 0.013524
 ------ Doc # 640 = 0.013523
 ------ Doc # 732 = 0.013483
 ------ Doc # 475 = 0.013439
 ------ Doc # 1129 = 0.013434
 ------ Doc # 86 = 0.013387
 ------ Doc # 202 = 0.013367
 ------ Doc # 1105 = 0.013349
 ------ Doc # 95 = 0.013344
 ------ Doc # 368 = 0.013272
 ------ Doc # 353 = 0.013266
 ------ Doc # 346 = 0.013241
 ------ Doc # 1144 = 0.013228
 ------ Doc # 1010 = 0.013221
 ------ Doc # 737 = 0.013204
 ------ Doc # 569 = 0.013192
 ------ Doc # 1126 = 0.013184
 ------ Doc # 382 = 0.013154
 ------ Doc # 310 = 0.013147
 ------ Doc # 100 = 0.013127
 ------ Doc # 715 = 0.013113
 ------ Doc # 364 = 0.013109
 ------ Doc # 548 = 0.013108
 ------ Doc # 305 = 0.013096
 ------ Doc # 656 = 0.013079
 ------ Doc # 643 = 0.013075
 ------ Doc # 178 = 0.013072
 ------ Doc # 233 = 0.013068
 ------ Doc # 826 = 0.013040
 ------ Doc # 1130 = 0.013017
 ------ Doc # 94 = 0.012993
 ------ Doc # 849 = 0.012991
 ------ Doc # 423 = 0.012981
 ------ Doc # 1176 = 0.012977
 ------ Doc # 410 = 0.012962
 ------ Doc # 1065 = 0.012961
 ------ Doc # 619 = 0.012955
 ------ Doc # 486 = 0.012944
 ------ Doc # 887 = 0.012932
 ------ Doc # 814 = 0.012916
 ------ Doc # 71 = 0.012902
 ------ Doc # 21 = 0.012860
 ------ Doc # 1030 = 0.012816
 ------ Doc # 363 = 0.012795
 ------ Doc # 1085 = 0.012761
 ------ Doc # 203 = 0.012751
 ------ Doc # 1166 = 0.012740
 ------ Doc # 29 = 0.012737
 ------ Doc # 104 = 0.012721
 ------ Doc # 709 = 0.012717
 ------ Doc # 787 = 0.012651
 ------ Doc # 716 = 0.012628
 ------ Doc # 745 = 0.012578
 ------ Doc # 422 = 0.012578
 ------ Doc # 462 = 0.012515
 ------ Doc # 464 = 0.012481
 ------ Doc # 837 = 0.012426
 ------ Doc # 26 = 0.012419
 ------ Doc # 1021 = 0.012399
 ------ Doc # 250 = 0.012386
 ------ Doc # 933 = 0.012363
 ------ Doc # 432 = 0.012360
 ------ Doc # 384 = 0.012358
 ------ Doc # 251 = 0.012350
 ------ Doc # 8 = 0.012314
 ------ Doc # 953 = 0.012305
 ------ Doc # 1174 = 0.012295
 ------ Doc # 515 = 0.012287
 ------ Doc # 948 = 0.012265
 ------ Doc # 966 = 0.012249
 ------ Doc # 115 = 0.012242
 ------ Doc # 945 = 0.012240
 ------ Doc # 842 = 0.012233
 ------ Doc # 273 = 0.012215
 ------ Doc # 682 = 0.012197
 ------ Doc # 105 = 0.012192
 ------ Doc # 519 = 0.012189
 ------ Doc # 184 = 0.012145
 ------ Doc # 954 = 0.012133
 ------ Doc # 855 = 0.012063
 ------ Doc # 719 = 0.012045
 ------ Doc # 1110 = 0.012032
 ------ Doc # 473 = 0.011989
 ------ Doc # 991 = 0.011948
 ------ Doc # 1057 = 0.011945
 ------ Doc # 560 = 0.011842
 ------ Doc # 699 = 0.011833
 ------ Doc # 653 = 0.011831
 ------ Doc # 604 = 0.011810
 ------ Doc # 259 = 0.011762
 ------ Doc # 433 = 0.011739
 ------ Doc # 186 = 0.011696
 ------ Doc # 417 = 0.011667
 ------ Doc # 629 = 0.011644
 ------ Doc # 197 = 0.011635
 ------ Doc # 167 = 0.011597
 ------ Doc # 249 = 0.011582
 ------ Doc # 673 = 0.011564
 ------ Doc # 42 = 0.011538
 ------ Doc # 491 = 0.011538
 ------ Doc # 1226 = 0.011500
 ------ Doc # 325 = 0.011489
 ------ Doc # 761 = 0.011479
 ------ Doc # 91 = 0.011425
 ------ Doc # 1119 = 0.011385
 ------ Doc # 138 = 0.011383
 ------ Doc # 938 = 0.011350
 ------ Doc # 171 = 0.011340
 ------ Doc # 1214 = 0.011318
 ------ Doc # 1063 = 0.011304
 ------ Doc # 113 = 0.011302
 ------ Doc # 655 = 0.011299
 ------ Doc # 87 = 0.011295
 ------ Doc # 877 = 0.011278
 ------ Doc # 743 = 0.011263
 ------ Doc # 1001 = 0.011250
 ------ Doc # 344 = 0.011184
 ------ Doc # 934 = 0.011175
 ------ Doc # 1160 = 0.011165
 ------ Doc # 285 = 0.011163
 ------ Doc # 900 = 0.011157
 ------ Doc # 791 = 0.011128
 ------ Doc # 45 = 0.011087
 ------ Doc # 891 = 0.011028
 ------ Doc # 871 = 0.010997
 ------ Doc # 920 = 0.010992
 ------ Doc # 686 = 0.010960
 ------ Doc # 371 = 0.010946
 ------ Doc # 217 = 0.010932
 ------ Doc # 357 = 0.010914
 ------ Doc # 280 = 0.010834
 ------ Doc # 78 = 0.010803
 ------ Doc # 1186 = 0.010768
 ------ Doc # 339 = 0.010754
 ------ Doc # 362 = 0.010735
 ------ Doc # 389 = 0.010732
 ------ Doc # 456 = 0.010727
 ------ Doc # 76 = 0.010712
 ------ Doc # 356 = 0.010701
 ------ Doc # 224 = 0.010697
 ------ Doc # 1208 = 0.010684
 ------ Doc # 644 = 0.010684
 ------ Doc # 1194 = 0.010682
 ------ Doc # 127 = 0.010654
 ------ Doc # 838 = 0.010641
 ------ Doc # 1087 = 0.010621
 ------ Doc # 639 = 0.010584
 ------ Doc # 348 = 0.010561
 ------ Doc # 229 = 0.010537
 ------ Doc # 267 = 0.010528
 ------ Doc # 1229 = 0.010476
 ------ Doc # 782 = 0.010409
 ------ Doc # 97 = 0.010391
 ------ Doc # 403 = 0.010365
 ------ Doc # 537 = 0.010340
 ------ Doc # 220 = 0.010313
 ------ Doc # 916 = 0.010301
 ------ Doc # 1123 = 0.010281
 ------ Doc # 1060 = 0.010269
 ------ Doc # 191 = 0.010266
 ------ Doc # 816 = 0.010261
 ------ Doc # 854 = 0.010205
 ------ Doc # 66 = 0.010176
 ------ Doc # 1147 = 0.010175
 ------ Doc # 73 = 0.010145
 ------ Doc # 820 = 0.010142
 ------ Doc # 207 = 0.010124
 ------ Doc # 863 = 0.010067
 ------ Doc # 1028 = 0.010055
 ------ Doc # 780 = 0.010038
 ------ Doc # 1038 = 0.010032
 ------ Doc # 514 = 0.010032
 ------ Doc # 79 = 0.010019
 ------ Doc # 547 = 0.010008
 ------ Doc # 666 = 0.009981
 ------ Doc # 727 = 0.009924
 ------ Doc # 700 = 0.009917
 ------ Doc # 1124 = 0.009891
 ------ Doc # 793 = 0.009882
 ------ Doc # 650 = 0.009868
 ------ Doc # 1000 = 0.009849
 ------ Doc # 164 = 0.009833
 ------ Doc # 996 = 0.009777
 ------ Doc # 395 = 0.009773
 ------ Doc # 885 = 0.009765
 ------ Doc # 518 = 0.009747
 ------ Doc # 1236 = 0.009743
 ------ Doc # 1080 = 0.009742
 ------ Doc # 1058 = 0.009741
 ------ Doc # 1025 = 0.009726
 ------ Doc # 698 = 0.009713
 ------ Doc # 1084 = 0.009665
 ------ Doc # 385 = 0.009608
 ------ Doc # 859 = 0.009590
 ------ Doc # 5 = 0.009539
 ------ Doc # 677 = 0.009500
 ------ Doc # 1088 = 0.009474
 ------ Doc # 120 = 0.009471
 ------ Doc # 472 = 0.009429
 ------ Doc # 664 = 0.009409
 ------ Doc # 615 = 0.009328
 ------ Doc # 214 = 0.009322
 ------ Doc # 145 = 0.009306
 ------ Doc # 1231 = 0.009291
 ------ Doc # 349 = 0.009275
 ------ Doc # 2 = 0.009263
 ------ Doc # 117 = 0.009196
 ------ Doc # 1198 = 0.009178
 ------ Doc # 84 = 0.009164
 ------ Doc # 937 = 0.009149
 ------ Doc # 770 = 0.009133
 ------ Doc # 255 = 0.009117
 ------ Doc # 343 = 0.009104
 ------ Doc # 806 = 0.009083
 ------ Doc # 282 = 0.009036
 ------ Doc # 927 = 0.008998
 ------ Doc # 216 = 0.008963
 ------ Doc # 1077 = 0.008948
 ------ Doc # 252 = 0.008946
 ------ Doc # 1020 = 0.008906
 ------ Doc # 194 = 0.008888
 ------ Doc # 868 = 0.008813
 ------ Doc # 34 = 0.008764
 ------ Doc # 579 = 0.008749
 ------ Doc # 257 = 0.008717
 ------ Doc # 994 = 0.008696
 ------ Doc # 897 = 0.008688
 ------ Doc # 600 = 0.008664
 ------ Doc # 146 = 0.008650
 ------ Doc # 1074 = 0.008648
 ------ Doc # 504 = 0.008643
 ------ Doc # 832 = 0.008631
 ------ Doc # 452 = 0.008613
 ------ Doc # 865 = 0.008590
 ------ Doc # 209 = 0.008564
 ------ Doc # 396 = 0.008493
 ------ Doc # 907 = 0.008473
 ------ Doc # 254 = 0.008464
 ------ Doc # 155 = 0.008458
 ------ Doc # 635 = 0.008415
 ------ Doc # 728 = 0.008393
 ------ Doc # 1098 = 0.008370
 ------ Doc # 192 = 0.008350
 ------ Doc # 757 = 0.008346
 ------ Doc # 1116 = 0.008320
 ------ Doc # 372 = 0.008314
 ------ Doc # 340 = 0.008248
 ------ Doc # 359 = 0.008221
 ------ Doc # 744 = 0.008215
 ------ Doc # 345 = 0.008117
 ------ Doc # 90 = 0.008107
 ------ Doc # 1217 = 0.008085
 ------ Doc # 1017 = 0.008082
 ------ Doc # 448 = 0.008078
 ------ Doc # 913 = 0.008060
 ------ Doc # 558 = 0.008051
 ------ Doc # 978 = 0.008037
 ------ Doc # 795 = 0.008004
 ------ Doc # 228 = 0.007988
 ------ Doc # 883 = 0.007987
 ------ Doc # 1131 = 0.007967
 ------ Doc # 769 = 0.007962
 ------ Doc # 98 = 0.007956
 ------ Doc # 801 = 0.007944
 ------ Doc # 443 = 0.007900
 ------ Doc # 896 = 0.007876
 ------ Doc # 668 = 0.007872
 ------ Doc # 659 = 0.007860
 ------ Doc # 449 = 0.007819
 ------ Doc # 800 = 0.007807
 ------ Doc # 696 = 0.007804
 ------ Doc # 24 = 0.007784
 ------ Doc # 613 = 0.007759
 ------ Doc # 421 = 0.007747
 ------ Doc # 234 = 0.007703
 ------ Doc # 695 = 0.007699
 ------ Doc # 866 = 0.007674
 ------ Doc # 181 = 0.007652
 ------ Doc # 111 = 0.007650
 ------ Doc # 1033 = 0.007649
 ------ Doc # 587 = 0.007624
 ------ Doc # 611 = 0.007619
 ------ Doc # 1095 = 0.007542
 ------ Doc # 674 = 0.007393
 ------ Doc # 163 = 0.007350
 ------ Doc # 762 = 0.007346
 ------ Doc # 688 = 0.007245
 ------ Doc # 274 = 0.007231
 ------ Doc # 1007 = 0.007212
 ------ Doc # 200 = 0.007176
 ------ Doc # 1048 = 0.007172
 ------ Doc # 317 = 0.007148
 ------ Doc # 468 = 0.007023
 ------ Doc # 172 = 0.007005
 ------ Doc # 803 = 0.006919
 ------ Doc # 193 = 0.006775
 ------ Doc # 416 = 0.006774
 ------ Doc # 509 = 0.006756
 ------ Doc # 545 = 0.006667
 ------ Doc # 1043 = 0.006640
 ------ Doc # 381 = 0.006637
 ------ Doc # 10 = 0.006615
 ------ Doc # 429 = 0.006484
 ------ Doc # 834 = 0.006420
 ------ Doc # 720 = 0.006417
 ------ Doc # 893 = 0.006376
 ------ Doc # 703 = 0.006099
 ------ Doc # 657 = 0.006049
 ------ Doc # 1047 = 0.006013
 ------ Doc # 35 = 0.005854
 ------ Doc # 57 = 0.005604
 ------ Doc # 275 = 0.005563
 ------ Doc # 580 = 0.005539
 ------ Doc # 1189 = 0.005468
 ------ Doc # 199 = 0.005278
 ------ Doc # 763 = 0.005249
 ------ Doc # 1109 = 0.005206
 ------ Doc # 759 = 0.005162
 ------ Doc # 365 = 0.005157
 ------ Doc # 910 = 0.005150
 ------ Doc # 492 = 0.005149
 ------ Doc # 420 = 0.005147
 ------ Doc # 318 = 0.005138
 ------ Doc # 25 = 0.005128
 ------ Doc # 376 = 0.005083
 ------ Doc # 264 = 0.005073
 ------ Doc # 20 = 0.005071
 ------ Doc # 388 = 0.005057
 ------ Doc # 645 = 0.004969
 ------ Doc # 872 = 0.004876
 ------ Doc # 979 = 0.004808
 ------ Doc # 889 = 0.004795
 ------ Doc # 413 = 0.004790
 ------ Doc # 16 = 0.004611
 ------ Doc # 477 = 0.004609
 ------ Doc # 609 = 0.004563
 ------ Doc # 1022 = 0.004532
 ------ Doc # 116 = 0.004507
 ------ Doc # 824 = 0.004470
 ------ Doc # 426 = 0.004467
 ------ Doc # 808 = 0.004461
 ------ Doc # 756 = 0.004454
 ------ Doc # 1113 = 0.004400
 ------ Doc # 470 = 0.004278
 ------ Doc # 724 = 0.004271
 ------ Doc # 99 = 0.004270
 ------ Doc # 649 = 0.004232
 ------ Doc # 1032 = 0.004230
 ------ Doc # 1008 = 0.004230
 ------ Doc # 474 = 0.004177
 ------ Doc # 1212 = 0.004157
 ------ Doc # 1184 = 0.004062
 ------ Doc # 642 = 0.004032
 ------ Doc # 774 = 0.004029
 ------ Doc # 603 = 0.003984
 ------ Doc # 1037 = 0.003951
 ------ Doc # 549 = 0.003888
 ------ Doc # 72 = 0.003867
 ------ Doc # 621 = 0.003862
 ------ Doc # 880 = 0.003853
 ------ Doc # 253 = 0.003840
 ------ Doc # 723 = 0.003825
 ------ Doc # 1153 = 0.003823
 ------ Doc # 1127 = 0.003777
 ------ Doc # 681 = 0.003696
 ------ Doc # 708 = 0.003628
 ------ Doc # 309 = 0.003627
 ------ Doc # 457 = 0.003612
 ------ Doc # 641 = 0.003502
 ------ Doc # 917 = 0.003256
 ------ Doc # 14 = 0.003236
 ------ Doc # 792 = 0.003224
 ------ Doc # 360 = 0.003155
 ------ Doc # 338 = 0.002756
 ------ Doc # 974 = 0.002755
 ------ Doc # 1097 = 0.002725
 ------ Doc # 779 = 0.002630
 ------ Doc # 240 = 0.002610
 ------ Doc # 679 = 0.002469
 ------ Doc # 908 = 0.002403
 ------ Doc # 1219 = 0.002269
 ------ Doc # 1061 = 0.002032
 ------ Doc # 781 = 0.000000
 ------ Doc # 1015 = 0.000000
 ------ Doc # 1018 = 0.000000
Precision-R: 0.2000000000

 --- Query # 0 - "QU Can one distinguish between the effects of mucus hypersecretion and   infection on the submucosal glands of the respiratory tract in CF?"
 ------ Doc # 498 = 0.118026
 ------ Doc # 754 = 0.111994
 ------ Doc # 107 = 0.104108
 ------ Doc # 189 = 0.101638
 ------ Doc # 592 = 0.101375
 ------ Doc # 137 = 0.095078
 ------ Doc # 875 = 0.095068
 ------ Doc # 1137 = 0.094730
 ------ Doc # 1125 = 0.092609
 ------ Doc # 1211 = 0.090335
 ------ Doc # 767 = 0.085230
 ------ Doc # 114 = 0.084115
 ------ Doc # 459 = 0.082552
 ------ Doc # 1238 = 0.081638
 ------ Doc # 225 = 0.080817
 ------ Doc # 95 = 0.080225
 ------ Doc # 1197 = 0.079334
 ------ Doc # 980 = 0.078030
 ------ Doc # 427 = 0.077505
 ------ Doc # 915 = 0.074480
 ------ Doc # 80 = 0.074000
 ------ Doc # 589 = 0.073864
 ------ Doc # 533 = 0.072681
 ------ Doc # 321 = 0.072109
 ------ Doc # 439 = 0.072103
 ------ Doc # 1 = 0.071853
 ------ Doc # 711 = 0.069890
 ------ Doc # 301 = 0.069777
 ------ Doc # 1080 = 0.069281
 ------ Doc # 159 = 0.069264
 ------ Doc # 499 = 0.067961
 ------ Doc # 956 = 0.067773
 ------ Doc # 666 = 0.066578
 ------ Doc # 1145 = 0.066422
 ------ Doc # 384 = 0.066040
 ------ Doc # 151 = 0.065430
 ------ Doc # 568 = 0.064352
 ------ Doc # 505 = 0.064282
 ------ Doc # 502 = 0.063727
 ------ Doc # 7 = 0.063636
 ------ Doc # 47 = 0.063536
 ------ Doc # 958 = 0.063499
 ------ Doc # 1135 = 0.063116
 ------ Doc # 6 = 0.062855
 ------ Doc # 417 = 0.062519
 ------ Doc # 571 = 0.062358
 ------ Doc # 564 = 0.061381
 ------ Doc # 297 = 0.061100
 ------ Doc # 25 = 0.060934
 ------ Doc # 451 = 0.060405
 ------ Doc # 265 = 0.060288
 ------ Doc # 511 = 0.059954
 ------ Doc # 386 = 0.059485
 ------ Doc # 166 = 0.059070
 ------ Doc # 1081 = 0.058922
 ------ Doc # 160 = 0.058884
 ------ Doc # 523 = 0.058202
 ------ Doc # 590 = 0.058159
 ------ Doc # 1192 = 0.058039
 ------ Doc # 1173 = 0.057906
 ------ Doc # 226 = 0.057772
 ------ Doc # 481 = 0.057750
 ------ Doc # 882 = 0.057740
 ------ Doc # 556 = 0.057593
 ------ Doc # 437 = 0.057528
 ------ Doc # 1223 = 0.057258
 ------ Doc # 490 = 0.057191
 ------ Doc # 761 = 0.057115
 ------ Doc # 134 = 0.057054
 ------ Doc # 1078 = 0.056207
 ------ Doc # 135 = 0.056156
 ------ Doc # 271 = 0.056120
 ------ Doc # 441 = 0.056045
 ------ Doc # 982 = 0.055903
 ------ Doc # 769 = 0.055814
 ------ Doc # 763 = 0.055703
 ------ Doc # 169 = 0.055662
 ------ Doc # 497 = 0.055549
 ------ Doc # 690 = 0.055313
 ------ Doc # 322 = 0.055159
 ------ Doc # 377 = 0.055140
 ------ Doc # 176 = 0.054718
 ------ Doc # 133 = 0.054411
 ------ Doc # 531 = 0.054192
 ------ Doc # 554 = 0.053948
 ------ Doc # 605 = 0.053908
 ------ Doc # 975 = 0.053782
 ------ Doc # 11 = 0.053535
 ------ Doc # 1109 = 0.053177
 ------ Doc # 543 = 0.053174
 ------ Doc # 374 = 0.052474
 ------ Doc # 1117 = 0.052133
 ------ Doc # 121 = 0.051876
 ------ Doc # 503 = 0.051851
 ------ Doc # 124 = 0.051822
 ------ Doc # 17 = 0.051817
 ------ Doc # 810 = 0.051782
 ------ Doc # 788 = 0.051669
 ------ Doc # 62 = 0.051427
 ------ Doc # 288 = 0.050924
 ------ Doc # 778 = 0.050715
 ------ Doc # 478 = 0.050698
 ------ Doc # 826 = 0.050695
 ------ Doc # 529 = 0.050682
 ------ Doc # 231 = 0.050624
 ------ Doc # 1215 = 0.050186
 ------ Doc # 179 = 0.049931
 ------ Doc # 665 = 0.049608
 ------ Doc # 758 = 0.049480
 ------ Doc # 177 = 0.049428
 ------ Doc # 614 = 0.049294
 ------ Doc # 874 = 0.049271
 ------ Doc # 463 = 0.049147
 ------ Doc # 180 = 0.049032
 ------ Doc # 400 = 0.048883
 ------ Doc # 786 = 0.048861
 ------ Doc # 873 = 0.048753
 ------ Doc # 398 = 0.048750
 ------ Doc # 1188 = 0.048683
 ------ Doc # 658 = 0.048221
 ------ Doc # 910 = 0.048217
 ------ Doc # 266 = 0.048183
 ------ Doc # 141 = 0.047968
 ------ Doc # 1120 = 0.047890
 ------ Doc # 957 = 0.047670
 ------ Doc # 500 = 0.047444
 ------ Doc # 771 = 0.047409
 ------ Doc # 243 = 0.047338
 ------ Doc # 118 = 0.047234
 ------ Doc # 707 = 0.047024
 ------ Doc # 1112 = 0.046989
 ------ Doc # 3 = 0.046905
 ------ Doc # 1082 = 0.046900
 ------ Doc # 300 = 0.046377
 ------ Doc # 452 = 0.046369
 ------ Doc # 1041 = 0.046332
 ------ Doc # 1079 = 0.046204
 ------ Doc # 302 = 0.046072
 ------ Doc # 41 = 0.045969
 ------ Doc # 802 = 0.045910
 ------ Doc # 620 = 0.045766
 ------ Doc # 187 = 0.045619
 ------ Doc # 345 = 0.045559
 ------ Doc # 837 = 0.045322
 ------ Doc # 892 = 0.045322
 ------ Doc # 1171 = 0.045270
 ------ Doc # 734 = 0.045213
 ------ Doc # 219 = 0.045212
 ------ Doc # 85 = 0.045114
 ------ Doc # 921 = 0.045052
 ------ Doc # 833 = 0.044881
 ------ Doc # 157 = 0.044773
 ------ Doc # 1121 = 0.044545
 ------ Doc # 28 = 0.044500
 ------ Doc # 461 = 0.044323
 ------ Doc # 827 = 0.044072
 ------ Doc # 559 = 0.044038
 ------ Doc # 685 = 0.044032
 ------ Doc # 29 = 0.043950
 ------ Doc # 361 = 0.043610
 ------ Doc # 542 = 0.043350
 ------ Doc # 741 = 0.043250
 ------ Doc # 790 = 0.043244
 ------ Doc # 208 = 0.042880
 ------ Doc # 969 = 0.042865
 ------ Doc # 392 = 0.042841
 ------ Doc # 1099 = 0.042741
 ------ Doc # 724 = 0.042618
 ------ Doc # 333 = 0.042545
 ------ Doc # 31 = 0.042438
 ------ Doc # 863 = 0.042369
 ------ Doc # 66 = 0.042338
 ------ Doc # 262 = 0.042306
 ------ Doc # 1170 = 0.042298
 ------ Doc # 912 = 0.042170
 ------ Doc # 869 = 0.042146
 ------ Doc # 813 = 0.042078
 ------ Doc # 738 = 0.041938
 ------ Doc # 496 = 0.041917
 ------ Doc # 1168 = 0.041870
 ------ Doc # 212 = 0.041777
 ------ Doc # 1064 = 0.041771
 ------ Doc # 588 = 0.041681
 ------ Doc # 43 = 0.041555
 ------ Doc # 270 = 0.041192
 ------ Doc # 458 = 0.040868
 ------ Doc # 1105 = 0.040739
 ------ Doc # 501 = 0.040629
 ------ Doc # 1045 = 0.040516
 ------ Doc # 453 = 0.040498
 ------ Doc # 125 = 0.040472
 ------ Doc # 618 = 0.040471
 ------ Doc # 158 = 0.040357
 ------ Doc # 925 = 0.040242
 ------ Doc # 776 = 0.040097
 ------ Doc # 32 = 0.039952
 ------ Doc # 651 = 0.039920
 ------ Doc # 1016 = 0.039876
 ------ Doc # 905 = 0.039770
 ------ Doc # 765 = 0.039676
 ------ Doc # 652 = 0.039441
 ------ Doc # 264 = 0.039425
 ------ Doc # 1199 = 0.039361
 ------ Doc # 1157 = 0.039307
 ------ Doc # 840 = 0.039302
 ------ Doc # 1180 = 0.039235
 ------ Doc # 382 = 0.039217
 ------ Doc # 753 = 0.039062
 ------ Doc # 986 = 0.039035
 ------ Doc # 77 = 0.039019
 ------ Doc # 988 = 0.038750
 ------ Doc # 856 = 0.038747
 ------ Doc # 1185 = 0.038724
 ------ Doc # 945 = 0.038544
 ------ Doc # 184 = 0.038430
 ------ Doc # 355 = 0.038251
 ------ Doc # 1216 = 0.038162
 ------ Doc # 311 = 0.038048
 ------ Doc # 1040 = 0.038038
 ------ Doc # 119 = 0.037911
 ------ Doc # 447 = 0.037706
 ------ Doc # 555 = 0.037621
 ------ Doc # 1229 = 0.037500
 ------ Doc # 1228 = 0.037317
 ------ Doc # 867 = 0.037198
 ------ Doc # 129 = 0.037198
 ------ Doc # 638 = 0.037181
 ------ Doc # 538 = 0.037174
 ------ Doc # 260 = 0.037159
 ------ Doc # 407 = 0.036990
 ------ Doc # 347 = 0.036894
 ------ Doc # 550 = 0.036808
 ------ Doc # 74 = 0.036803
 ------ Doc # 546 = 0.036763
 ------ Doc # 699 = 0.036759
 ------ Doc # 970 = 0.036752
 ------ Doc # 482 = 0.036532
 ------ Doc # 370 = 0.036288
 ------ Doc # 653 = 0.036248
 ------ Doc # 146 = 0.036248
 ------ Doc # 823 = 0.036207
 ------ Doc # 570 = 0.036169
 ------ Doc # 929 = 0.035981
 ------ Doc # 201 = 0.035964
 ------ Doc # 1213 = 0.035959
 ------ Doc # 913 = 0.035912
 ------ Doc # 1092 = 0.035895
 ------ Doc # 836 = 0.035839
 ------ Doc # 485 = 0.035765
 ------ Doc # 8 = 0.035728
 ------ Doc # 694 = 0.035660
 ------ Doc # 820 = 0.035655
 ------ Doc # 1202 = 0.035571
 ------ Doc # 983 = 0.035524
 ------ Doc # 57 = 0.035470
 ------ Doc # 1067 = 0.035425
 ------ Doc # 1226 = 0.035385
 ------ Doc # 1182 = 0.035360
 ------ Doc # 903 = 0.035350
 ------ Doc # 325 = 0.035333
 ------ Doc # 87 = 0.035332
 ------ Doc # 290 = 0.035281
 ------ Doc # 1165 = 0.035211
 ------ Doc # 891 = 0.035180
 ------ Doc # 693 = 0.035140
 ------ Doc # 429 = 0.035135
 ------ Doc # 202 = 0.035041
 ------ Doc # 635 = 0.035031
 ------ Doc # 1019 = 0.034996
 ------ Doc # 1096 = 0.034964
 ------ Doc # 195 = 0.034901
 ------ Doc # 742 = 0.034895
 ------ Doc # 683 = 0.034830
 ------ Doc # 999 = 0.034735
 ------ Doc # 1156 = 0.034711
 ------ Doc # 989 = 0.034699
 ------ Doc # 1207 = 0.034673
 ------ Doc # 952 = 0.034660
 ------ Doc # 60 = 0.034653
 ------ Doc # 878 = 0.034644
 ------ Doc # 914 = 0.034617
 ------ Doc # 434 = 0.034608
 ------ Doc # 23 = 0.034523
 ------ Doc # 279 = 0.034482
 ------ Doc # 634 = 0.034473
 ------ Doc # 630 = 0.034467
 ------ Doc # 994 = 0.034289
 ------ Doc # 1220 = 0.034262
 ------ Doc # 597 = 0.034212
 ------ Doc # 628 = 0.034193
 ------ Doc # 736 = 0.034133
 ------ Doc # 889 = 0.034072
 ------ Doc # 56 = 0.033848
 ------ Doc # 1151 = 0.033829
 ------ Doc # 987 = 0.033728
 ------ Doc # 805 = 0.033716
 ------ Doc # 1175 = 0.033617
 ------ Doc # 716 = 0.033546
 ------ Doc # 474 = 0.033512
 ------ Doc # 1071 = 0.033445
 ------ Doc # 256 = 0.033424
 ------ Doc # 477 = 0.033404
 ------ Doc # 281 = 0.033319
 ------ Doc # 1139 = 0.033308
 ------ Doc # 962 = 0.033213
 ------ Doc # 624 = 0.033182
 ------ Doc # 809 = 0.033140
 ------ Doc # 1002 = 0.033096
 ------ Doc # 1044 = 0.032952
 ------ Doc # 682 = 0.032833
 ------ Doc # 64 = 0.032704
 ------ Doc # 600 = 0.032606
 ------ Doc # 282 = 0.032482
 ------ Doc # 812 = 0.032480
 ------ Doc # 358 = 0.032437
 ------ Doc # 424 = 0.032376
 ------ Doc # 49 = 0.032358
 ------ Doc # 291 = 0.032330
 ------ Doc # 1194 = 0.032258
 ------ Doc # 1160 = 0.032193
 ------ Doc # 206 = 0.032151
 ------ Doc # 705 = 0.032132
 ------ Doc # 411 = 0.032044
 ------ Doc # 364 = 0.032041
 ------ Doc # 13 = 0.032007
 ------ Doc # 324 = 0.031966
 ------ Doc # 731 = 0.031922
 ------ Doc # 253 = 0.031880
 ------ Doc # 909 = 0.031850
 ------ Doc # 586 = 0.031741
 ------ Doc # 316 = 0.031643
 ------ Doc # 722 = 0.031621
 ------ Doc # 672 = 0.031604
